PermitType,PermitNum,Description,StatusCurrent,AppliedDate,CompletedDate,Applicant,FromLUD,ProposedLUD,Address,LocationAddresses,LocationCount,Latitude,Longitude,multipoint
LU / OP / Closure (LOC),LOC2012-0021,Land Use Amendment,Approved,2012/03/12,2012/09/18,BISERICA ORTODOXA ROMANA SFANTUL ANDREI-SAINT ANDREW ROMANIAN ORTHODOX CHURCH.,S-FUD,R-1,11308 86 ST SE,11330 86 ST SE;11308 86 ST SE,2,50.95226553526242,-113.90900185064523,"MULTIPOINT ((-113.909001850645 50.952265535262), (-113.909001889747 50.952675527675))"
LU / OP / Closure (LOC),LOC2011-0061,Land Use Amendment and Outline Plan and Road Closure - Bow Valley Crossing OP/LU,Cancelled,2011/08/04,2019/08/21,BROWN & ASSOCIATES PLANNING GROUP,S-FUD;NO-LUD;NO-LUD;S-FUD;S-FUD;S-FUD;NO-LUD;S-FUD;S-FUD;NO-LUD;NO-LUD;NO-LUD,C-COR2;M-CG;C-COR2;S-UN;S-CRI;M-CG;S-UN;S-SPR;C-COR3;S-CRI;S-SPR;C-COR3,10707 WEST VALLEY RD SW,10707 WEST VALLEY RD SW;10909 WEST VALLEY RD SW;10421 WEST VALLEY RD SW;221 101 ST SW,4,51.08799984222246,-114.24157123594397,"MULTIPOINT ((-114.241571235944 51.087999842222), (-114.245138193383 51.088063894824), (-114.240214113003 51.086046411198), (-114.234385791107 51.083284580718))"
LU / OP / Closure (LOC),LOC2017-0306,Land Use Amendment,Approved,2017/10/18,2018/04/19,,R-C1,R-C1s,4735 MONTANA CR NW,4735 MONTANA CR NW,1,51.07972343920377,-114.15693511215991,MULTIPOINT ((-114.15693511216 51.079723439204))
LU / OP / Closure (LOC),LOC2020-0150,Land Use Amendment to accomodate R-CG,Approved,2020/10/20,2021/04/16,HORIZON LAND SURVEYS,R-C2,R-CG,469 21 AV NW,469 21 AV NW,1,51.0714016762263,-114.07129237273209,MULTIPOINT ((-114.071292372732 51.071401676226))
LU / OP / Closure (LOC),LOC2008-0094,Land Use Amendment,Cancelled,2008/09/18,2011/12/06,CASOLA KOPPE,,,623 69 AV SW,703 69 AV SW;715 69 AV SW;707 69 AV SW;627 69 AV SW;711 69 AV SW;631 69 AV SW;623 69 AV SW;643 69 AV SW;639 69 AV SW;635 69 AV SW,10,50.991314720350616,-114.07668018388114,"MULTIPOINT ((-114.076680183881 50.991314720351), (-114.077348823154 50.991314576254), (-114.07690306364 50.991314672744), (-114.075565756587 50.991314952026), (-114.077125943397 50.991314624712), (-114.075788650594 50.991314906536), (-114.075342876808 50.991314988092), (-114.076457304122 50.991314767532), (-114.076234424361 50.991314814289), (-114.076011530356 50.99131486063))"
LU / OP / Closure (LOC),LOC1992-0072,Converted Job - Land Use Amendment,Approved,1992/09/09,1992/12/14,,,,2828 17 AV SE,2818 17 AV SE;1228 28 ST SE;2814 17 AV SE;2826 17 AV SE;2828 17 AV SE;2806 17 AV SE,6,51.037929450040465,-113.99451706434188,"MULTIPOINT ((-113.994517064342 51.03792945004), (-113.99286369136 51.042597678808), (-113.994790685476 51.037931431311), (-113.99424764153 51.0379918349), (-113.993812669142 51.037998033584), (-113.995116393317 51.037931148713))"
LU / OP / Closure (LOC),LOC2003-0126,Land Use Amendment,Approved,2003/11/05,2004/04/02,SUN BOW CONSULTING,,,48 ARBOUR LAKE RD NW,44 ARBOUR LAKE RD NW;48 ARBOUR LAKE RD NW,2,51.12732311771055,-114.21065032173121,"MULTIPOINT ((-114.210650321731 51.127323117711), (-114.210967912526 51.12745736255))"
LU / OP / Closure (LOC),LOC1994-0063,Converted Job - Land Use Amendment,Approved,1994/08/12,1995/05/23,,,,736 1 AV NE,207 7 ST NE;736 1 AV NE;205 7 ST NE,3,51.053634718284336,-114.04587101252987,"MULTIPOINT ((-114.04587101253 51.053634718284), (-114.046192083869 51.053379724289), (-114.045862671559 51.053536769569))"
LU / OP / Closure (LOC),LOC1996-0042,Converted Job - Land Use Amendment,Approved,1996/04/10,1996/07/29,,,,315 25 ST SE,325 25 ST SE;2611 3 AV SE;2652 3 AV SE;315 25 ST SE,4,51.048582459962454,-114.00000367954677,"MULTIPOINT ((-114.000003679547 51.048582459962), (-113.999906751899 51.047218619279), (-113.999210830626 51.048121383167), (-114.000004635144 51.049143535772))"
LU / OP / Closure (LOC),LOC1996-0093,Converted Job - Land Use Amendment,Cancelled,1996/10/23,2000/09/28,,,,117 101 ST SW,10319R WEST VALLEY RD SW;10305R WEST VALLEY RD SW;117 101 ST SW,3,51.08634264922164,-114.23797615830361,"MULTIPOINT ((-114.237976158304 51.086342649222), (-114.237258021518 51.086323702164), (-114.234391458067 51.086080730602))"
LU / OP / Closure (LOC),LOC2004-0029,Land Use Amendment,Approved,2004/05/04,2004/07/21,ABUGOV KASPAR,,,5200R 44 AV NE,5200 44 AV NE;5200R 44 AV NE,2,51.0915815961577,-113.95948455062116,"MULTIPOINT ((-113.959484550621 51.091581596158), (-113.95942626586 51.092299184586))"
LU / OP / Closure (LOC),LOC2005-0041,Land Use Amendment and Outline Plan,Approved,2005/05/09,2005/07/20,BROWN & ASSOCIATES PLANNING GROUP,,,861 77 ST SW,9160 9 AV SW;9050 9 AV SW;859 81 ST SW;879 81 ST SW;870 81 ST SW;8830 9 AV SW;861 77 ST SW;881 77 ST SW;9030 9 AV SW;8868 9 AV SW;8918 9 AV SW;860 81 ST SW,12,51.059778791598454,-114.21959318739671,"MULTIPOINT ((-114.219593187397 51.059778791598), (-114.219144511433 51.059774779168), (-114.205247425955 51.061045029147), (-114.205247643117 51.060210117464), (-114.204884760014 51.060216615373), (-114.214689087644 51.059775819367), (-114.199630180295 51.061081330848), (-114.199629816729 51.060230526406), (-114.218590301426 51.059770836558), (-114.215680052194 51.059775631248), (-114.21753656547 51.059779238956), (-114.204884526274 51.061081570723))"
LU / OP / Closure (LOC),LOC2006-0061,Land Use Amendment and Outline Plan and Road Closure,Approved,2006/06/20,2007/01/02,BROWN & ASSOCIATES PLANNING GROUP,,,2130 89 ST SW,2210 89 ST SW;2130 89 ST SW;2210 89 ST SW,3,51.035023668528744,-114.21862765133224,"MULTIPOINT ((-114.218627651332 51.035023668529), (-114.21700241489 51.035569067804), (-114.219741938922 51.035552927569))"
LU / OP / Closure (LOC),LOC2013-0007,Land Use Amendment and Outline Plan,Approved,2013/02/05,2014/11/06,IBI GROUP,DC;DC,DC/C-COR1;S-SPR,15755 MACLEOD TR SE,15755 MACLEOD TR SE;15733 MACLEOD TR SE,2,50.91126429171129,-114.06668441440263,"MULTIPOINT ((-114.066684414403 50.911264291711), (-114.067041348678 50.912005757389))"
LU / OP / Closure (LOC),LOC2004-0043,Land Use Amendment and Outline Plan,Approved,2004/06/25,2006/01/23,SOUTHWELL TRAPP & ASSOCIATES,,,5 TUSSLEWOOD DR NW,9010 TWELVE MI COULEE RD NW;5 TUSSLEWOOD DR NW,2,51.13357097631034,-114.25662570551472,"MULTIPOINT ((-114.256625705515 51.13357097631), (-114.255301569929 51.13853371211))"
LU / OP / Closure (LOC),LOC1998-0131,Converted Job - Land Use Amendment,Cancelled,1998/11/03,2000/05/10,,,,910 77 ST SW,910 77 ST SW;882 77 ST SW;890 77 ST SW,3,51.05974483341877,-114.19917974194978,"MULTIPOINT ((-114.19917974195 51.059744833419), (-114.199177125557 51.060674392951), (-114.199182070566 51.060231020521))"
LU / OP / Closure (LOC),LOC1999-0140,Converted Job - Land Use Amendment,Approved,1999/12/03,2000/07/03,,,,3035 69 ST SW,7120 ELKTON DR SW;15 ELMONT DR SW;7270 ELKTON DR SW,3,51.02343329450304,-114.18979721875849,"MULTIPOINT ((-114.189797218758 51.023433294503), (-114.191023296779 51.027920537619), (-114.191396501392 51.023436817125))"
LU / OP / Closure (LOC),LOC2000-0005,Converted Job - Land Use Amendment,Approved,2000/01/11,2001/06/11,,,,2818 17 AV SE,2814 17 AV SE;2818 17 AV SE,2,51.03793143131053,-113.99479068547565,"MULTIPOINT ((-113.994790685476 51.037931431311), (-113.994517064342 51.03792945004))"
LU / OP / Closure (LOC),LOC2001-0042,Land Use Amendment and Outline Plan,Approved,2001/12/21,2003/02/03,URBAN SYSTEMS,,,15620 24 ST SW,15620 24 ST SW;16020 24 ST SW,2,50.9109409654136,-114.11691892948885,"MULTIPOINT ((-114.116918929489 50.910940965414), (-114.116919897618 50.90946568749))"
LU / OP / Closure (LOC),LOC2004-0057,Land Use Amendment and Outline Plan,Approved,2004/07/29,2007/04/11,KELLAM BERG ENGINEERING & SURVEYS LTD,,,15414 72 ST SE,16098 72 ST SE;15920 72 ST SE;15414 72 ST SE,3,50.90845241494538,-113.92904099322816,"MULTIPOINT ((-113.929040993228 50.908452414945), (-113.929017610606 50.910317328638), (-113.92901363318 50.91297433907))"
LU / OP / Closure (LOC),LOC2004-0086,Land Use Amendment - to accommodate ...,Cancelled,2004/11/15,2005/04/04,AGECARE HEALTH SERVICES,,,7705 110 AV NW,7705 110 AV NW;11011 69 ST NW,2,51.15254895195207,-114.19658513607071,"MULTIPOINT ((-114.196585136071 51.152548951952), (-114.187926279147 51.153284434936))"
LU / OP / Closure (LOC),LOC2004-0051,Land Use Amendment,Approved,2004/07/13,2004/11/22,NORR ARCHITECT PLANNERS,,,318 6 AV SW,332 6 AV SW;318 6 AV SW,2,51.047775837203915,-114.06994692981891,"MULTIPOINT ((-114.069946929819 51.047775837204), (-114.069621566854 51.047766556286))"
LU / OP / Closure (LOC),LOC2014-0020,Land Use Amendment,Approved,2014/02/12,2015/01/19,IBI GROUP,M-C2;C-COR2 f2.0 h16,DC/C-COR1;DC/C-COR1,103 4 ST NE,103 4 ST NE;107 4 ST NE;107 4 ST NE;450 MARSH RD NE,4,51.05300547962916,-114.05187703628876,"MULTIPOINT ((-114.051877036289 51.053005479629), (-114.051873874641 51.05318977031), (-114.0518720905 51.053261437155), (-114.052601989606 51.052987176187))"
LU / OP / Closure (LOC),LOC2005-0066,Land Use Amendment and Outline Plan and Road Closure,Approved,2005/07/07,2006/12/28,THE CITY OF CALGARY.,,,2924 17 ST SE,1815 24 AV SE;2924 17 ST SE;2930 17 ST SE;1815 28 AV SE;1820 30 AV SE;1815 26 AV SE,6,51.031778344602635,-114.01809699375112,"MULTIPOINT ((-114.018096993751 51.031778344603), (-114.018956080119 51.028095995355), (-114.018956739836 51.027616427551), (-114.018084179562 51.028780892412), (-114.017827510232 51.027159080426), (-114.018098454279 51.03033046354))"
LU / OP / Closure (LOC),LOC2010-0043,Land Use Amendment and Outline Plan and Road Closure,Approved,2010/04/26,2013/08/12,BROWN & ASSOCIATES PLANNING GROUP,S-FUD;Undesignated Road Ri;S-FUD;Undesignated Road Ri;S-FUD;S-FUD;Undesignated Road Ri,DC/C-COR1;C-R3;S-UN;C-N1;C-R3;C-N1;DC/C-COR1,1401 210 AV SE,1652 210 AV SE;1401 210 AV SE;20950 MACLEOD TR SE;20950 MACLEOD TR SE,4,50.863274340103686,-114.02424459778129,"MULTIPOINT ((-114.024244597781 50.863274340104), (-114.028675549365 50.862958685124), (-114.035383796719 50.864943637213), (-114.035684758735 50.865300736723))"
LU / OP / Closure (LOC),LOC2012-0087,Land Use Amendment,Approved,2012/11/08,2013/04/11,GIBBS GAGE ARCHITECTS,CC-COR,CC-MH,115 13 AV SW,115 13 AV SW;121 13 AV SW,2,51.04039468989227,-114.06440884027438,"MULTIPOINT ((-114.064408840274 51.040394689892), (-114.064734628925 51.04039934638))"
LU / OP / Closure (LOC),LOC2005-0010,Land Use Amendment and Outline Plan,Approved,2005/02/14,2005/07/20,BROWN & ASSOCIATES PLANNING GROUP,,,2757 77 ST SW,2613 77 ST SW;2757 77 ST SW,2,51.03005143388041,-114.1994989333855,"MULTIPOINT ((-114.199498933385 51.03005143388), (-114.199500169562 51.029190391815))"
LU / OP / Closure (LOC),LOC2005-0045,Land Use Amendment - to accommodate Fire Hall,Approved,2005/05/19,2005/11/10,CITY OF CALGARY FIRE HALL (THE),,,7055 ELKTON DR SW,3600 69 ST SW;3604 69 ST SW;7055 ELKTON DR SW,3,51.0214120535996,-114.18769160805125,"MULTIPOINT ((-114.187691608051 51.0214120536), (-114.187882958482 51.021168069147), (-114.188047557446 51.020967368262))"
LU / OP / Closure (LOC),LOC2011-0109,Land Use Amendment and Outline Plan,Cancelled,2011/12/29,2018/09/12,STANTEC CONSULTING,S-FUD;S-FUD;S-FUD;S-TUC;S-FUD,S-CRI;S-UN;S-TUC;I-G;I-G,14047 68 ST NE,14010 52 ST NE;14010R 52 ST NE;14047 68 ST NE,3,51.18155268670487,-113.95819388566589,"MULTIPOINT ((-113.958193885666 51.181552686705), (-113.946791338111 51.180468756697), (-113.938886834043 51.181541705016))"
LU / OP / Closure (LOC),LOC2015-0085,Land Use Amendment and Outline Plan and Road Closure,Approved,2015/05/26,2018/03/15,CASOLA KOPPE,S-FUD;S-FUD;Undesignated Road Ri;S-FUD,M-CG;C-COR1;M-CG;M-H1,841 68 ST SE,825 68 ST SE;809 68 ST SE;841 68 ST SE;901 68 ST SE,4,51.045696933311206,-113.93544042763249,"MULTIPOINT ((-113.935440427632 51.045696933311), (-113.93543995924 51.046290381239), (-113.935948698754 51.04536266903), (-113.935441397263 51.042957635779))"
LU / OP / Closure (LOC),LOC2016-0020,Land Use Amendment - to accommodate multi-residential development with density bonus,Approved,2016/01/25,2016/07/13,O2 PLANNING AND DESIGN,M-C2,DC/M-H2,327 9A ST NW,325 9A ST NW;323 9A ST NW;331 9A ST NW;321 9A ST NW;329 9A ST NW;327 9A ST NW,6,51.054995521877885,-114.0846782139737,"MULTIPOINT ((-114.084678213974 51.054995521878), (-114.084675179254 51.054927031405), (-114.084688345168 51.055200983557), (-114.084683426966 51.054858433871), (-114.084678463858 51.055132534006), (-114.084673375159 51.055064054012))"
LU / OP / Closure (LOC),LOC2016-0050,"Land Use Amendment - to accommodate, residential, commercial and recreation development",Approved,2016/03/04,2017/01/19,BROWN & ASSOCIATES PLANNING GROUP,DC;DC;DC;S-CI;S-CI;DC;DC;DC;DC;DC,S-CI;DC/C-COR1;DC/S-R;M-H2;M-H1;DC/M-H1;DC/M-H2;DC/M-2;DC/M-G;DC/C-O,3825 32 AV NW,3921 32 AV NW;3791 24 AV NW;3820 24 AV NW;3825 32 AV NW;2500 UNIVERSITY DR NW,5,51.07661167115056,-114.15112595160673,"MULTIPOINT ((-114.151125951607 51.076611671151), (-114.141635661816 51.074187347672), (-114.142544642566 51.074554820283), (-114.142354492606 51.081315296983), (-114.128392909841 51.074616167597))"
LU / OP / Closure (LOC),LOC2000-0004,Converted Job - Land Use Amendment,Cancelled,2000/01/11,2001/01/31,,,,23 SUNPARK DR SE,23 SUNPARK DR SE;11 SUNPARK PZ SE,2,50.90564098861374,-114.05542885989144,"MULTIPOINT ((-114.055428859891 50.905640988614), (-114.057242420559 50.904122403171))"
LU / OP / Closure (LOC),LOC2003-0011,Land Use Amendment and Outline Plan and Road ClosureClosure Bylaw 18C2003,Approved,2003/02/03,2003/08/25,BROWN & ASSOCIATES PLANNING GROUP,,,9031 9 AV SW,9031 9 AV SW;9191 9 AV SW;9421 9 AV SW,3,51.059539699050504,-114.21786947680722,"MULTIPOINT ((-114.217869476807 51.059539699051), (-114.220838889812 51.05953930486), (-114.222817737087 51.059633025137))"
LU / OP / Closure (LOC),LOC2004-0030,Land Use Amendment,Approved,2004/05/10,2004/10/06,,,,8244 ELBOW DR SW,8244 ELBOW DR SW;8248 ELBOW DR SW,2,50.98017326290796,-114.0828895375677,"MULTIPOINT ((-114.082889537568 50.980173262908), (-114.082889741425 50.979919839313))"
LU / OP / Closure (LOC),LOC2004-0040,Land Use Amendment and Road Closures,Approved,2004/06/07,2005/01/20,CORPORATE PROPERTIES,,,621 25 AV SE,651 25 AV SE;625 25 AV SE;621 25 AV SE,3,51.02886868753698,-114.04651021133624,"MULTIPOINT ((-114.046510211336 51.028868687537), (-114.047560930798 51.029201739718), (-114.048830087034 51.029445611865))"
LU / OP / Closure (LOC),LOC2005-0049,Land Use Amendment - to accommodate narrow lot widths for semi-detached dwellings,Approved,2005/06/02,2007/09/03,,,,2427 3 AV NW,2431 3 AV NW;2427 3 AV NW,2,51.05521466830732,-114.11718667168128,"MULTIPOINT ((-114.117186671681 51.055214668307), (-114.117043180339 51.055215863874))"
LU / OP / Closure (LOC),LOC2004-0015,Land Use Amendment and Outline Plan,Approved,2004/03/16,2004/07/02,STANTEC CONSULTING LTD,,,17607 40 ST SE,17601 40 ST SE;17525 40 ST SE,2,50.895305289760515,-113.97734393827966,"MULTIPOINT ((-113.97734393828 50.895305289761), (-113.99188984273 50.895339372463))"
LU / OP / Closure (LOC),LOC2005-0053,Land Use Amendment and Outline Plan - to accommodate Shopping Centre Commercial District and Residential Medium Density Multi-Dwelling District,Approved,2005/06/13,2006/05/01,STANTEC CONSULTING LTD,,,8720 9 AV SW,873 85 ST SW;8720 9 AV SW,2,51.060705295697154,-114.21126377603365,"MULTIPOINT ((-114.211263776034 51.060705295697), (-114.213229442113 51.059780073293))"
LU / OP / Closure (LOC),LOC2005-0140,Land Use Amendment and Outline Plan,Cancelled,2005/12/28,2007/03/06,STANTEC CONSULTING LTD,,,5801 138 AV SE,13420 52 ST SE;5801 138 AV SE,2,50.93264459552438,-113.95807772960532,"MULTIPOINT ((-113.958077729605 50.932644595524), (-113.949609568582 50.928706904248))"
LU / OP / Closure (LOC),LOC2019-0196,Land Use Amendment to accomodate M-H1,Approved,2019/12/18,2020/09/17,MODERN OFFICE OF DESIGN & ARCHITECTURE,M-C2,M-H1,346 1 AV NE,344 1 AV NE;209 3 ST NE;207 3 ST NE;201 3 ST NE;346 1 AV NE;334 1 AV NE;340 1 AV NE;330 1 AV NE,8,51.0536066128851,-114.055232965013,"MULTIPOINT ((-114.055232965013 51.053606612885), (-114.054516513963 51.053871489725), (-114.054516718696 51.053802898067), (-114.054517074857 51.053693205339), (-114.054959490608 51.053606382202), (-114.055666573132 51.053608420884), (-114.055449769069 51.053607517086), (-114.055883377204 51.053609324281))"
LU / OP / Closure (LOC),LOC2020-0048,Land Use Amendment to accommodate MH-2(h28).,Approved,2020/04/15,2021/03/24,O2 PLANNING AND DESIGN,DC,M-H2,310 25 AV SW,312 25 AV SW;308 25 AV SW;306 25 AV SW;310 25 AV SW,4,51.030650758033296,-114.0697603815118,"MULTIPOINT ((-114.069760381512 51.030650758033), (-114.069542122413 51.030644550335), (-114.069433613068 51.030641468439), (-114.069651872138 51.03064767634))"
LU / OP / Closure (LOC),LOC2017-0359,Land Use Amendment,Approved,2017/12/01,2018/07/25,KELLAM BERG ENGINEERING & SURVEYS LTD,R-C2,R-CG,2228 36 ST SE,2228 36 ST SE,1,51.03371904854915,-113.98142143331087,MULTIPOINT ((-113.981421433311 51.033719048549))
LU / OP / Closure (LOC),LOC2001-0013,Land Use Amendment and Outline Plan,Approved,2001/10/29,2002/03/28,URBAN SYSTEMS,,,12220 SYMONS VALLEY RD NW,12220 SYMONS VALLEY RD NW;11808 SYMONS VALLEY RD NW,2,51.163008333173444,-114.1271289953546,"MULTIPOINT ((-114.127128995355 51.163008333173), (-114.122322347478 51.159245547795))"
LU / OP / Closure (LOC),LOC2001-0004,Land Use Amendment and Outline Plan and Road Closure,Approved,2001/10/03,2002/03/01,URBAN SYSTEMS,,,7210 6 ST SE,7337 RAILWAY ST SE;7210 6 ST SE,2,50.98780700781232,-114.042512054055,"MULTIPOINT ((-114.042512054055 50.987807007812), (-114.048210304589 50.989866026274))"
LU / OP / Closure (LOC),LOC2005-0072,Land Use Amendment - to accommodate a multi-storey residential building,Cancelled,2005/07/14,2007/11/19,BSL FLATS LTD..,,,1812 17 AV NW,1808 17 AV NW;1812 17 AV NW;1816 17 AV NW,3,51.0679668557828,-114.10253764750229,"MULTIPOINT ((-114.102537647502 51.067966855783), (-114.102783719832 51.067965093455), (-114.103001132001 51.067965045929))"
LU / OP / Closure (LOC),LOC2006-0135,Land Use Amendment and Outline Plan,Approved,2006/11/17,2007/05/10,INTERPLAN STRATEGIES INC,,,9020 14 AV SW,8750 14 AV SW;8888 14 AV SW;8759 12 AV SW;9020 14 AV SW;1275 85 ST SW,5,51.04530065874168,-114.21480575039382,"MULTIPOINT ((-114.214805750394 51.045300658742), (-114.214877093271 51.045299790444), (-114.216679829589 51.049486913814), (-114.217031747593 51.045296942058), (-114.211147156344 51.048868458921))"
LU / OP / Closure (LOC),LOC2020-0081,Land Use Amendment to accomodate C-C1,Submitted,2020/06/03,,IBI GROUP,M-1,C-C1,106 CORNER MEADOWS MR NE,220 CORNER MEADOWS MR NE;106 CORNER MEADOWS MR NE,2,51.15321856835835,-113.93253398792118,"MULTIPOINT ((-113.932533987921 51.153218568358), (-113.934851507632 51.153219882028))"
LU / OP / Closure (LOC),LOC2005-0104,Land Use Amendment - to accommodate ..DC/1-3.,Approved,2005/09/28,2006/01/12,THE CITY OF CALGARY..,,,19815 24 ST SE,19815 24 ST SE;20900R 28 ST SE;20800 24 ST SE;20717 24 ST SE;19500 24 ST SE,5,50.87405137325626,-114.0019017478934,"MULTIPOINT ((-114.001901747893 50.874051373256), (-113.993932212527 50.872740363437), (-114.001484090332 50.865570371552), (-114.001888053451 50.870245483874), (-114.001481591453 50.872336060651))"
LU / OP / Closure (LOC),LOC2005-0107,Land Use Amendment - to accommodate multi-family residential and mixed use development,Approved,2005/10/07,2007/05/29,NORR ARCHITECT PLANNERS,,,2020 17 AV SE,1440 17A ST SE;2020 17 AV SE;1640 17A ST SE,3,51.039789963510394,-114.01761745798134,"MULTIPOINT ((-114.017617457981 51.03978996351), (-114.014806958035 51.037952957944), (-114.017645517198 51.038919410695))"
LU / OP / Closure (LOC),LOC2013-0073,Land Use Amendment,Approved,2013/09/05,2014/09/16,MANU CHUGH ARCHITECT,DC,C-C2,3715 51 ST SW,3915 51 ST SW;3715 51 ST SW,2,51.02064151083417,-114.16127354905454,"MULTIPOINT ((-114.161273549055 51.020641510834), (-114.161302060576 51.021209823181))"
LU / OP / Closure (LOC),LOC2005-0131,Land Use Amendment - to accommodate mixed use development,Cancelled,2005/12/16,2008/03/25,MANU CHUGH ARCHITECT,,,1334 10 AV SW,1334 10 AV SW;1400 10 AV SW,2,51.04428969048285,-114.09332118929731,"MULTIPOINT ((-114.093321189297 51.044289690483), (-114.094100312998 51.044311576099))"
LU / OP / Closure (LOC),LOC2001-0033,Land Use Amendment and Outline Plan,Cancelled,2001/12/13,2005/07/25,STANTEC CONSULTING LTD,,,873 85 ST SW,873 85 ST SW;8720 9 AV SW,2,51.060643516745806,-114.2111701269444,"MULTIPOINT ((-114.211170126944 51.060643516746), (-114.213229442113 51.059780073293))"
LU / OP / Closure (LOC),LOC2001-0065,Converted Job - Land Use Amendment,Cancelled,2001/05/17,,,,,2031 7 AV SE,2031 7 AV SE;2033 7 AV SE,2,51.03530344728997,-114.0149394377119,"MULTIPOINT ((-114.014939437712 51.03530344729), (-114.014852195888 51.035262734852))"
LU / OP / Closure (LOC),LOC2006-0070,Land Use Amendment - to accommodate a mixed use development,Approved,2006/07/10,2008/11/18,BKDI ARCHITECTS,,,323 11 AV SE,314 12 AV SE;323 11 AV SE;321 11 AV SE;327 11 AV SE;322 12 AV SE;328 12 AV SE,6,51.0413768008463,-114.05744202110245,"MULTIPOINT ((-114.057442021102 51.041376800846), (-114.05690694084 51.042061019895), (-114.057107484184 51.042067250855), (-114.056689687645 51.042056909286), (-114.057092349153 51.041366759835), (-114.056818212788 51.041358658824))"
LU / OP / Closure (LOC),LOC2006-0076,Land Use Amendment - to accommodate development,Approved,2006/07/14,2007/01/15,KASIAN ARCHITECTURE INTERIOR DESIGN AND PLANNING,,,616 3 ST SW,310 7 AV SW;330 7 AV SW;616 3 ST SW;350 7 AV SW;345 6 AV SW;620 3 ST SW,6,51.04676220472228,-114.06838971449018,"MULTIPOINT ((-114.06838971449 51.046762204722), (-114.069258090462 51.046786909586), (-114.070081668214 51.04716776306), (-114.06980091149 51.046802354665), (-114.070048572963 51.047511738974), (-114.070124619793 51.047004753479))"
LU / OP / Closure (LOC),LOC2006-0003,Land Use Amendment - to accommodate an increase to gross floor area.,Cancelled,2006/01/20,2007/01/22,RICK BALBI ARCHITECT LTD,,,611 MEREDITH RD NE,617 MEREDITH RD NE;615 MEREDITH RD NE;613 MEREDITH RD NE;611 MEREDITH RD NE,4,51.051799502933584,-114.05057680728846,"MULTIPOINT ((-114.050576807288 51.051799502934), (-114.050739784348 51.051795899338), (-114.050848439811 51.051797245527), (-114.051011428743 51.051791493004))"
LU / OP / Closure (LOC),LOC2013-0047,Land Use Amendment - to accommodate multi-residental development,Approved,2013/06/13,2014/04/22,S2 ARCHITECTURE,M-CG d72,DC/M-C2,935 2 AV NW,222 9 ST NW;214 9 ST NW;935 2 AV NW;937 2 AV NW,4,51.054853059512055,-114.08276105035164,"MULTIPOINT ((-114.082761050352 51.054853059512), (-114.082714039269 51.05482226704), (-114.082788258181 51.055080902657), (-114.082906421605 51.055010150724))"
LU / OP / Closure (LOC),LOC2016-0069,Land Use Amendment and Outline Plan,Approved,2016/03/23,2017/11/22,SEIKA ARCHITECTURE,S-FUD;S-FUD;S-FUD,DC/C-COR1;M-H2;S-SPR,8607 52 ST NE,8825 52 ST NE;8607 52 ST NE,2,51.13155230927489,-113.95857122768062,"MULTIPOINT ((-113.958571227681 51.131552309275), (-113.958566797826 51.129812819984))"
LU / OP / Closure (LOC),LOC2020-0015,Land Use Amendment,Approved,2020/01/31,2021/06/09,O2 PLANNING AND DESIGN,C-COR1 f6.0h46;C-COR1 f6.0h38;C-COR1 f6.0h28,MU-2;MU-2;MU-2,140 16 AV NW,116 16 AV NW;112 16 AV NW;120 16 AV NW;140 16 AV NW;124 16 AV NW;130 16 AV NW,6,51.06707920703125,-114.0634927128317,"MULTIPOINT ((-114.063492712832 51.067079207031), (-114.063378714814 51.067078666583), (-114.063666328975 51.067127567085), (-114.064654972186 51.067130934983), (-114.063883699698 51.067131359017), (-114.064253065288 51.06713115658))"
LU / OP / Closure (LOC),LOC2002-0027,Land Use Amendment,Approved,2002/03/20,2002/07/05,B K D I Architects,,,840 15 AV SW,840 15 AV SW;830 15 AV SW;836 15 AV SW,3,51.03920825704023,-114.08145557547857,"MULTIPOINT ((-114.081455575479 51.03920825704), (-114.08103584245 51.039196044086), (-114.081253288313 51.039202581485))"
LU / OP / Closure (LOC),LOC2006-0027,"Land Use Amendment - to accommodate .PROPOSED MIXED USE COMMERCIAL, RETAIL AND OFFICES ..",Cancelled,2006/03/22,2007/08/30,BKDI ARCHITECTS,,,337 20 AV SW,2004 4 ST SW;340 21 AV SW;337 20 AV SW,3,51.03493134288716,-114.07132890172576,"MULTIPOINT ((-114.071328901726 51.034931342887), (-114.070991903229 51.03447992102), (-114.070848674182 51.035191600569))"
LU / OP / Closure (LOC),LOC2006-0047,Land Use Amendment - to accomodate increased FAR as per the Area Plan,Approved,2006/05/11,2006/12/18,IBI GROUP INC,,,301 13 AV SW,1311 2 ST SW;309 13 AV SW;301 13 AV SW;1309 2 ST SW,4,51.04009499384036,-114.06852759544518,"MULTIPOINT ((-114.068527595445 51.04009499384), (-114.068997420198 51.040525793495), (-114.068672242505 51.040510900226), (-114.068510955529 51.040201738796))"
LU / OP / Closure (LOC),LOC2006-0021,Land Use Amendment and Outline Plan,Approved,2006/03/09,2006/08/10,BROWN & ASSOCIATES PLANNING GROUP,,,9410 14 AV SW,1515 93 ST SW;9410 14 AV SW,2,51.04511414392034,-114.22278475598152,"MULTIPOINT ((-114.222784755982 51.04511414392), (-114.222609245815 51.046297735626))"
